symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
CHSN,Chanson International Holding Class A Ordinary Shares,$2.80,0.13,4.869%,41238,109140584.0,China,2023,Packaged Foods,Consumer Staples,/market-activity/stocks/chsn
HYPR,Hyperfine Inc. Class A Common Stock,$1.11,-0.03,-2.632%,108387,108733058.0,United States,2021,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/hypr
STEX,Streamex Corp. Common Stock,$1.11,-0.02,-1.77%,879972,108471083.0,United States,,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/stex
REKR,Rekor Systems Inc. Common Stock,$0.7885,-0.0507,-6.041%,1884254,107691893.0,United States,,Telecommunications Equipment,Telecommunications,/market-activity/stocks/rekr
CRDF,Cardiff Oncology Inc. Common Stock,$1.56,-0.02,-1.266%,921552,106649367.0,United States,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/crdf
SGMO,Sangamo Therapeutics Inc. Common Stock,$0.2561,-0.0225,-8.076%,7427555,106095576.0,United States,2000,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/sgmo
HFFG,HF Foods Group Inc. Common Stock,$2.00,-0.01,-0.498%,87193,106087664.0,United States,2017,Food Distributors,Consumer Discretionary,/market-activity/stocks/hffg
AKA,a.k.a. Brands Holding Corp. Common Stock,$9.80,-0.20,-2.00%,3435,106002925.0,,2021,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/aka
VRA,Vera Bradley Inc. Common Stock,$3.79,0.28,7.977%,985170,105988631.0,United States,2010,Apparel,Consumer Discretionary,/market-activity/stocks/vra
PROV,Provident Financial Holdings Inc. Common Stock,$16.53,0.04,0.243%,24855,105379081.0,United States,,Savings Institutions,Finance,/market-activity/stocks/prov
MRCC,Monroe Capital Corporation Common Stock,$4.86,-0.15,-2.994%,119032,105298412.0,United States,2012,Investment Managers,Finance,/market-activity/stocks/mrcc
LGO,Largo Inc. Common Shares,$1.26,-0.04,-3.077%,1191119,104974380.0,Canada,,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Industrials,/market-activity/stocks/lgo
RPT,Rithm Property Trust Inc. Common stock,$13.83,0.23,1.691%,16793,104711217.0,United States,2015,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/rpt
MMLP,Martin Midstream Partners L.P. Limited Partnership,$2.68,-0.06,-2.19%,8356,104667630.0,United States,2002,Oil Refining/Marketing,Energy,/market-activity/stocks/mmlp
FORR,Forrester Research Inc. Common Stock,$5.44,-0.17,-3.03%,112370,104316858.0,United States,1996,Diversified Commercial Services,Industrials,/market-activity/stocks/forr
MDXH,MDxHealth SA Ordinary Shares,$2.02,-0.03,-1.463%,291191,103756330.0,Belgium,2021,Medical Specialities,Health Care,/market-activity/stocks/mdxh
FGMC,FG Merger II Corp. Common stock,$10.11,0.00,0.00%,88085,103530424.0,United States,2025,,,/market-activity/stocks/fgmc
CRMT,America's Car-Mart Inc Common Stock,$12.46,0.15,1.219%,142813,103448527.0,United States,,Retail-Auto Dealers and Gas Stations,Consumer Discretionary,/market-activity/stocks/crmt
SUNS,Sunrise Realty Trust Inc. Common Stock,$7.65,-0.04,-0.52%,144481,103425361.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/suns
IMDX,Insight Molecular Diagnostics Inc. Common Stock,$3.21,-0.16,-4.748%,256000,103259209.0,United States,,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,/market-activity/stocks/imdx
MX,Magnachip Semiconductor Corporation Common Stock,$2.83,-0.04,-1.394%,160096,103127617.0,Luxembourg,2011,Semiconductors,Technology,/market-activity/stocks/mx
NUAIW,New Era Energy & Digital Inc. Warrants,$1.81,0.04,2.26%,20312,102763088.0,United States,,Oil & Gas Production,Energy,/market-activity/stocks/nuaiw
CMU,MFS Municipal Income Trust Common Stock,$3.62,0.06,1.685%,568142,102537637.0,United States,1987,Investment Managers,Finance,/market-activity/stocks/cmu
ARQ,Arq Inc. Common Stock,$2.39,-0.08,-3.239%,309310,102409710.0,United States,,Major Chemicals,Industrials,/market-activity/stocks/arq
DFDV,DeFi Development Corp. Common Stock,$3.47,-0.17,-4.67%,1091099,102355957.0,United States,2023,Finance: Consumer Services,Finance,/market-activity/stocks/dfdv
SEER,Seer Inc. Class A Common Stock,$1.69,-0.02,-1.17%,70220,102156010.0,United States,2020,Biotechnology: Laboratory Analytical Instruments,Industrials,/market-activity/stocks/seer
CLAR,Clarus Corporation Common Stock,$2.66,-0.04,-1.481%,89205,102148852.0,United States,,Recreational Games/Products/Toys,Consumer Discretionary,/market-activity/stocks/clar
SEV,Aptera Motors Corp. Class B Common Stock,$2.78,0.00,0.00%,120303,101739969.0,United States,,Auto Manufacturing,Industrials,/market-activity/stocks/sev
EP,Empire Petroleum Corporation Common Stock,$2.87,0.00,0.00%,70589,101680679.0,United States,2022,Oil & Gas Production,Energy,/market-activity/stocks/ep
RANI,Rani Therapeutics Holdings Inc. Class A Common Stock,$0.8176,-0.0125,-1.506%,612726,101130813.0,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/rani
HSDT,Solana Company Class A Common Stock (DE),$1.83,-0.07,-3.684%,218985,100712306.0,United States,,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/hsdt
TTRX,Turn Therapeutics Inc. Common Stock,$3.36,0.03,0.901%,31128,100087814.0,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ttrx
VRCA,Verrica Pharmaceuticals Inc. Common Stock,$5.82,-0.16,-2.676%,44580,99980535.0,United States,2018,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/vrca
MB,MasterBeef Group Ordinary Shares,$5.8762,0.0672,1.157%,7442,99895400.0,Hong Kong,2025,Restaurants,Consumer Discretionary,/market-activity/stocks/mb
KULR,KULR Technology Group Inc. Common Stock,$2.15,-0.04,-1.826%,1222830,99413923.0,United States,,Electrical Products,Technology,/market-activity/stocks/kulr
DGNX,Diginex Limited Ordinary Shares,$0.491,-0.004,-0.808%,1094058,99157501.0,Hong Kong,2025,EDP Services,Technology,/market-activity/stocks/dgnx
ISPR,Ispire Technology Inc. Common Stock,$1.73,-0.10,-5.464%,30866,99111465.0,United States,2023, Medicinal Chemicals and Botanical Products ,Health Care,/market-activity/stocks/ispr
RPID,Rapid Micro Biosystems Inc. Class A Common Stock,$2.17,-0.04,-1.81%,115892,98654695.0,United States,2021,Biotechnology: Laboratory Analytical Instruments,Industrials,/market-activity/stocks/rpid
LPA,Logistic Properties of the Americas Ordinary Shares,$3.11,0.02,0.647%,4783,98331405.0,,2024,Real Estate,Finance,/market-activity/stocks/lpa
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,$12.6447,0.1497,1.198%,2352,97894547.0,Bermuda,2013,Property-Casualty Insurers,Finance,/market-activity/stocks/mhnc
BHST,BioHarvest Sciences Inc. Common Stock,$4.31,-0.05,-1.147%,12291,97639986.0,Canada,,,,/market-activity/stocks/bhst
PMN,ProMIS Neurosciences Inc. Common Shares (ON),$10.88,-0.08,-0.73%,32544,97568500.0,Canada,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/pmn
KEQU,Kewaunee Scientific Corporation Common Stock,$33.9999,0.00,0.00%,739,97456769.0,United States,,Medical Specialities,Industrials,/market-activity/stocks/kequ
BCIC,BCP Investment Corporation Common Stock,$7.86,0.00,0.00%,81311,97358039.0,United States,2006,Finance: Consumer Services,Finance,/market-activity/stocks/bcic
HURC,Hurco Companies Inc. Common Stock,$15.07,-0.43,-2.774%,13672,97148062.0,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/hurc
TSQ,Townsquare Media Inc. Class A Common Stock,$5.67,0.03,0.532%,115920,96985991.0,United States,2014,Broadcasting,Consumer Discretionary,/market-activity/stocks/tsq
ONCY,Oncolytics Biotech Inc. Common Stock,$0.90,-0.05,-5.263%,831149,96845738.0,Canada,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/oncy
BOTJ,Bank of the James Financial Group Inc. Common Stock,$21.29,0.23,1.092%,8825,96727666.0,United States,,Major Banks,Finance,/market-activity/stocks/botj
LSE,Leishen Energy Holding Co. Ltd. Class A Ordinary Shares,$5.6799,0.5999,11.809%,22584,96700298.0,China,2024,Oil and Gas Field Machinery,Consumer Discretionary,/market-activity/stocks/lse
STHO,Star Holdings Shares of Beneficial Interest,$7.98,-0.08,-0.993%,19901,96468385.0,United States,,Real Estate,Real Estate,/market-activity/stocks/stho
MGF,MFS Government Markets Income Trust Common Stock,$2.92,0.00,0.00%,30500,95184388.0,United States,1987,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/mgf
RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock,$14.90,-0.02,-0.134%,11172,94961693.0,,2018,Finance/Investors Services,Finance,/market-activity/stocks/rmi
VIRC,Virco Manufacturing Corporation Common Stock,$6.00,-0.14,-2.28%,35284,94566846.0,United States,,Industrial Specialties,Consumer Discretionary,/market-activity/stocks/virc
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,$2.57,-0.01,-0.388%,91125,94420613.0,,2013,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/chmi
HURA,TuHURA Biosciences Inc. Common Stock,$1.475,0.025,1.724%,1245106,93778329.0,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/hura
COYA,Coya Therapeutics Inc. Common Stock,$3.99,-0.06,-1.481%,81958,93594160.0,United States,2022,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/coya
AREN,The Arena Group Holdings Inc. Common Stock,$1.96,0.01,0.513%,67434,93301468.0,United States,2022,EDP Services,Technology,/market-activity/stocks/aren
DWSN,Dawson Geophysical Company Common Stock,$3.00,0.07,2.389%,86999,93158520.0,United States,,Oil & Gas Production,Energy,/market-activity/stocks/dwsn
FLL,Full House Resorts Inc. Common Stock,$2.57,0.01,0.391%,112644,93014283.0,United States,,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/fll
GCTS,GCT Semiconductor Holding Inc. Common Stock,$1.28,-0.08,-5.882%,959906,92792468.0,United States,2021,Semiconductors,Technology,/market-activity/stocks/gcts
TWG,Top Wealth Group Holding Limited Class A Ordinary Shares,$3.58,-0.11,-2.981%,18941,92769317.0,Hong Kong,2024,Packaged Foods,Consumer Staples,/market-activity/stocks/twg
FTLF,FitLife Brands Inc. Common Stock,$9.80,-0.295,-2.922%,55855,92032506.0,United States,, Medicinal Chemicals and Botanical Products ,Health Care,/market-activity/stocks/ftlf
SSBI,Summit State Bank Common Stock,$13.75,0.36,2.689%,2297,91755538.0,United States,2006,Major Banks,Finance,/market-activity/stocks/ssbi
PYXS,Pyxis Oncology Inc. Common Stock,$1.46,0.01,0.69%,427860,91733619.0,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/pyxs
ALDX,Aldeyra Therapeutics Inc. Common Stock,$1.52,-0.02,-1.299%,1303582,91477829.0,United States,2014,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/aldx
AMTD,AMTD IDEA Group American Depositary Shares each representing six (6) Class A Ordinary Shares,$0.985,-0.0034,-0.344%,5120,91450066.0,,,Finance: Consumer Services,Finance,/market-activity/stocks/amtd
FNWB,First Northwest Bancorp Common Stock,$9.60,0.18,1.911%,170290,91193280.0,United States,2015,Banks,Finance,/market-activity/stocks/fnwb
RYDE,Ryde Group Ltd. Class A Ordinary Shares,$1.03,0.273,36.063%,8725915,90957061.0,,2024,Real Estate,Real Estate,/market-activity/stocks/ryde
FLNT,Fluent Inc. Common Stock,$3.04,-0.20,-6.173%,16473,90622874.0,United States,,Advertising,Consumer Discretionary,/market-activity/stocks/flnt
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,$11.70,0.22,1.916%,1466,90580733.0,Bermuda,2016,Property-Casualty Insurers,Finance,/market-activity/stocks/mhla
ALVOW,Alvotech Warrant,$0.29,0.00,0.00%,300,90494005.0,Luxembourg,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/alvow
ANIX,Anixa Biosciences Inc. Common Stock,$2.69,0.10,3.861%,106788,90189938.0,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/anix
LAKE,Lakeland Industries Inc. Common Stock,$9.16,0.30,3.386%,76622,89824132.0,United States,1986,Industrial Specialties,Health Care,/market-activity/stocks/lake
VANI,Vivani Medical Inc. Common Stock (DE),$1.06,-0.05,-4.505%,158751,89726671.0,United States,2014,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/vani
QMCO,Quantum Corporation Common Stock,$6.10,-0.05,-0.813%,383559,89291977.0,United States,,Electronic Components,Technology,/market-activity/stocks/qmco
MERC,Mercer International Inc. Common Stock,$1.33,-0.07,-5.00%,290788,89086733.0,Canada,,Paper,Basic Materials,/market-activity/stocks/merc
AURE,Aurelion Inc. Class A Ordinary Shares,$2.57,0.08,3.213%,280133,88918998.0,Hong Kong,2023,Finance: Consumer Services,Finance,/market-activity/stocks/aure
INVE,Identiv Inc. Common Stock,$3.71,0.01,0.27%,67727,88847340.0,United States,,Computer peripheral equipment,Technology,/market-activity/stocks/inve
OPXS,Optex Systems Holdings Inc. Common Stock,$12.79,-0.24,-1.842%,36956,88728809.0,United States,,Electronic Components,Technology,/market-activity/stocks/opxs
BEEP,Mobile Infrastructure Corporation Common Stock,$2.15,-0.08,-3.587%,36952,88580000.0,United States,,Blank Checks,Finance,/market-activity/stocks/beep
SRFM,Surf Air Mobility Inc. Common Stock,$1.15,-0.06,-4.959%,1602226,88542240.0,United States,2023,Transportation Services,Consumer Discretionary,/market-activity/stocks/srfm
JFB,JFB Construction Holdings Class A Common Stock,$6.23,-0.35,-5.319%,103241,88515217.0,United States,2025,General Bldg Contractors - Nonresidential Bldgs,Consumer Discretionary,/market-activity/stocks/jfb
UBCP,United Bancorp Inc. Common Stock,$15.36,0.06,0.392%,5955,88425247.0,United States,,Major Banks,Finance,/market-activity/stocks/ubcp
AMWL,American Well Corporation Class A Common Stock,$5.34,-0.23,-4.129%,20821,88386655.0,United States,2020,Real Estate,Real Estate,/market-activity/stocks/amwl
AARD,Aardvark Therapeutics Inc. Common Stock,$4.04,-0.09,-2.179%,140585,88136806.0,United States,2025,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/aard
IH,iHuman Inc. American depositary shares each representing five Class A ordinary shares,$1.71,0.11,6.875%,8697,88101898.0,United States,2020,Other Consumer Services,Real Estate,/market-activity/stocks/ih
DIT,AMCON Distributing Company Common Stock,$90.02,0.00,0.00%,272,87865191.0,United States,1999,Food Distributors,Consumer Discretionary,/market-activity/stocks/dit
COOK,Traeger Inc. Common Stock,$31.93,0.07,0.22%,11132,87648840.0,United States,2021,Consumer Electronics/Appliances,Consumer Discretionary,/market-activity/stocks/cook
SUIG,Sui Group Holdings Limited Common Stock,$1.14,-0.12,-9.524%,192065,87555274.0,United States,,Finance Companies,Finance,/market-activity/stocks/suig
FUSB,First US Bancshares Inc. Common Stock,$15.48,-0.04,-0.258%,3858,87464430.0,United States,,Major Banks,Finance,/market-activity/stocks/fusb
SOGP,Sound Group Inc. American Depositary Shares,$17.67,-0.55,-3.019%,17343,87211593.0,China,2020,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/sogp
MCRP,Micropolis AI Robotics Ordinary Shares,$2.49,-0.04,-1.581%,46692,86872233.0,,2025,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/mcrp
EVF,Eaton Vance Senior Income Trust Common Stock,$4.95,0.03,0.61%,16959,86817347.0,United States,1998,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/evf
TMCI,Treace Medical Concepts Inc. Common Stock,$1.34,-0.10,-6.944%,189282,86551274.0,United States,2021,Medical/Dental Instruments,Health Care,/market-activity/stocks/tmci
MRDN,Meridian Holdings Inc. Common Stock,$6.84,-0.03,-0.437%,9882,86464597.0,United States,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/mrdn
GLND,Greenland Energy Company Common Stock,$7.21,-0.70,-8.85%,1462250,86438888.0,United States,,Oil & Gas Production,Energy,/market-activity/stocks/glnd
ZVIA,Zevia PBC Class A Common Stock,$1.15,-0.05,-4.167%,245617,86366684.0,United States,2021,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/zvia
QTTB,Q32 Bio Inc. Common Stock,$5.90,0.26,4.61%,160264,86313832.0,United States,2018,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/qttb
OCC,Optical Cable Corporation Common Stock,$9.75,0.31,3.284%,55386,86108081.0,United States,,Telecommunications Equipment,Industrials,/market-activity/stocks/occ
KG,Kestrel Group Ltd.,$11.12,-0.38,-3.304%,17240,86090406.0,Bermuda,2008,Property-Casualty Insurers,Finance,/market-activity/stocks/kg
DTCX,Datacentrex Inc. Common Stock,$2.70,0.44,19.469%,516912,85585688.0,United States,,EDP Services,Technology,/market-activity/stocks/dtcx
CPSH,CPS Technologies Corp. Common Stock,$4.75,0.07,1.496%,318380,85533074.0,United States,,Building Materials,Consumer Discretionary,/market-activity/stocks/cpsh
RFM,RiverNorth Flexible Municipal Income Fund Inc. Common Stock,$13.98,-0.09,-0.64%,12700,85483492.0,,2020,Finance/Investors Services,Finance,/market-activity/stocks/rfm
SLSN,Solesence Inc. Common Stock,$1.21,-0.20,-14.184%,108307,85465258.0,United States,,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/slsn
NRT,North European Oil Royality Trust Common Stock,$9.29,-0.02,-0.215%,42526,85380581.0,United States,,Oil & Gas Production,Energy,/market-activity/stocks/nrt
PEW,GrabAGun Digital Holdings Inc. Common Stock,$2.89,-0.09,-3.02%,241007,85283027.0,,2025,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/pew
RDZN,Roadzen Inc. Ordinary Shares,$1.07,-0.07,-6.14%,45099,85274369.0,United States,2022,Specialty Insurers,Finance,/market-activity/stocks/rdzn
SPRB,Spruce Biosciences Inc. Common Stock,$62.15,-0.86,-1.365%,61305,85272472.0,United States,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/sprb
CSBR,Champions Oncology Inc. Common Stock,$6.14,0.25,4.244%,1928,85265112.0,United States,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/csbr
VWAV,VisionWave Holdings Inc. Common Stock,$5.14,-0.17,-3.202%,342815,84895339.0,United States,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/vwav
EXOZ,eXoZymes Inc. Common Stock,$10.01,-0.04,-0.398%,11781,84874710.0,United States,2024,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/exoz
SSTI,SoundThinking Inc. Common Stock,$6.55,-0.18,-2.675%,142909,84848287.0,United States,2017,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/ssti
MCRB,Seres Therapeutics Inc. Common Stock,$8.85,0.04,0.454%,26739,84838737.0,United States,2015,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/mcrb
SIF,SIFCO Industries Inc. Common Stock,$13.65,-0.04,-0.292%,18834,84836497.0,United States,1969,Aerospace,Industrials,/market-activity/stocks/sif
CSPI,CSP Inc. Common Stock,$8.55,0.165,1.968%,6931,84756381.0,United States,1982,EDP Services,Technology,/market-activity/stocks/cspi
SERA,Sera Prognostics Inc. Class A Common Stock,$2.16,-0.14,-6.087%,26249,84550712.0,United States,2021,Medical Specialities,Health Care,/market-activity/stocks/sera
SHMDW,SCHMID Group N.V. Warrants,$1.52,-0.06,-3.797%,21549,84516508.0,Germany,,Industrial Machinery/Components,Technology,/market-activity/stocks/shmdw
RGT,Royce Global Trust Inc. Common Stock,$13.45,-0.111,-0.819%,55248,84290383.0,,2013,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/rgt
QTI,QT Imaging Holdings Inc. Common Stock,$6.97,0.36,5.446%,12515,83936225.0,United States,,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/qti
EIC,Eagle Point Income Company Inc. Common Stock,$9.38,-0.09,-0.95%,56026,83558053.0,United States,2019,Finance/Investors Services,Finance,/market-activity/stocks/eic
BMHL,Bluemount Holdings Limited Class B Ordinary Shares,$3.47,-0.18,-4.932%,2091,83297860.0,Hong Kong,2025,Finance: Consumer Services,Finance,/market-activity/stocks/bmhl
PBHC,Pathfinder Bancorp Inc. Common Stock (MD),$13.31,0.395,3.058%,8164,83273962.0,United States,,Major Banks,Finance,/market-activity/stocks/pbhc
WATT,Energous Corporation Common Stock,$15.07,-1.07,-6.629%,255494,82901562.0,United States,2014,Radio And Television Broadcasting And Communications Equipment,Technology,/market-activity/stocks/watt
AEC,Anfield Energy Inc. Common Shares,$5.22,-0.26,-4.745%,12853,82881923.0,Canada,,Metal Mining,Basic Materials,/market-activity/stocks/aec
CRGO,Freightos Limited Ordinary shares,$1.60,-0.02,-1.235%,22200,82693597.0,Israel,,Integrated Freight & Logistics,Industrials,/market-activity/stocks/crgo
GCV,Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock,$4.34,0.00,0.00%,29077,82633726.0,United States,,Finance/Investors Services,Finance,/market-activity/stocks/gcv
SMJF,SMJ International Holdings Inc. Class A Ordinary Shares,$3.30,-0.03,-0.901%,76330,82500000.0,,2025,RETAIL: Building Materials,Consumer Discretionary,/market-activity/stocks/smjf
BLNK,Blink Charging Co. Common Stock,$0.576,-0.0054,-0.929%,987661,82451358.0,United States,,Industrial Specialties,Consumer Discretionary,/market-activity/stocks/blnk
JELD,JELD-WEN Holding Inc. Common Stock,$0.9549,-0.1351,-12.394%,3764641,82412779.0,United States,2017,Forest Products,Basic Materials,/market-activity/stocks/jeld
DLHC,DLH Holdings Corp.,$5.67,0.08,1.431%,4543,82175508.0,United States,,Professional Services,Consumer Discretionary,/market-activity/stocks/dlhc
WRAP,Wrap Technologies Inc. Common Stock,$1.48,-0.07,-4.516%,175096,82140080.0,United States,,Ordnance And Accessories,Industrials,/market-activity/stocks/wrap
NRXS,Neuraxis Inc. Common Stock,$7.34,-0.07,-0.945%,118138,82117270.0,,2023,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/nrxs
AUBN,Auburn National Bancorporation Inc. Common Stock,$23.46,0.046,0.196%,1314,81962179.0,United States,,Major Banks,Finance,/market-activity/stocks/aubn
ALOT,AstroNova Inc. Common Stock,$10.70,1.30,13.83%,134693,81731126.0,United States,1983,Computer peripheral equipment,Technology,/market-activity/stocks/alot
CHGG,Chegg Inc. Common Stock,$0.73,-0.0211,-2.809%,411231,81613047.0,United States,2013,Other Consumer Services,Real Estate,/market-activity/stocks/chgg
PFX,PhenixFIN Corporation Common Stock,$40.7174,0.00,0.00%,277,81363911.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/pfx
OPTT,Ocean Power Technologies Inc. Common Stock,$0.356,-0.0178,-4.762%,2722841,81176344.0,United States,2007,Electric Utilities: Central,Utilities,/market-activity/stocks/optt
PLRX,Pliant Therapeutics Inc. Common Stock,$1.31,0.00,0.00%,422354,81108210.0,United States,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/plrx
HCAT,Health Catalyst Inc Common Stock,$1.10,-0.055,-4.762%,367151,80944801.0,United States,2019,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/hcat
SFWL,Shengfeng Development Limited Class A Ordinary Shares,$0.9801,-0.0299,-2.96%,4096,80855812.0,China,2023,Trucking Freight/Courier Services,Industrials,/market-activity/stocks/sfwl
FLNA,Filana Therapeutics Inc. Common Stock,$1.67,-0.01,-0.595%,248929,80674186.0,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/flna
GNSS,Genasys Inc. Common Stock,$1.78,0.04,2.299%,39019,80477914.0,United States,,Consumer Electronics/Appliances,Consumer Staples,/market-activity/stocks/gnss
PARK,Park Dental Partners Inc. Common Stock,$17.79,0.46,2.654%,27076,80322811.0,United States,2025,Misc Health and Biotechnology Services,Health Care,/market-activity/stocks/park
MAYS,J. W. Mays Inc. Common Stock,$39.775,0.00,0.00%,89,80177650.0,United States,,Building operators,Real Estate,/market-activity/stocks/mays
AGH,Aureus Greenway Holdings Inc. Common Stock,$3.95,0.15,3.947%,582209,80005994.0,United States,2025,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/agh
DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,$11.38,0.05,0.441%,13347,79996472.0,United States,1991,Investment Managers,Finance,/market-activity/stocks/dtf
SLNH,Soluna Holdings Inc. Common Stock,$0.7136,0.0036,0.507%,1725842,79481527.0,United States,,EDP Services,Technology,/market-activity/stocks/slnh
HIT,Health In Tech Inc. Class A Common Stock,$1.32,-0.09,-6.383%,87021,79144924.0,United States,2024,Specialty Insurers,Finance,/market-activity/stocks/hit
RSSS,Research Solutions Inc Common Stock,$2.40,-0.10,-4.00%,53462,78973142.0,United States,,EDP Services,Technology,/market-activity/stocks/rsss
CPHC,Canterbury Park Holding Corporation 'New' Common Stock,$15.40,0.00,0.00%,548,78906289.0,United States,,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/cphc
PYPD,PolyPid Ltd. Ordinary Shares,$4.12,-0.12,-2.83%,70981,78622932.0,Israel,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/pypd
SPAI,Safe Pro Group Inc. Common Stock,$3.76,-0.34,-8.293%,190585,78544843.0,United States,2024,Industrial Specialties,Health Care,/market-activity/stocks/spai
BATL,Battalion Oil Corporation Common Stock,$4.19,-0.05,-1.179%,25405082,78527149.0,United States,,Oil & Gas Production,Energy,/market-activity/stocks/batl
ODVWZ,Osisko Development Corp. Warrant expiring 5/27/2027,$0.2652,0.0001,0.038%,1432,78405500.0,Canada,,Precious Metals,Basic Materials,/market-activity/stocks/odvwz
TGEN,Tecogen Inc. Common Stock,$2.62,-0.04,-1.504%,193334,78220700.0,United States,2025,Industrial Machinery/Components,Industrials,/market-activity/stocks/tgen
PMI,Picard Medical Inc. Common Stock,$1.04,0.08,8.333%,113896,78185676.0,,2025,Medical/Dental Instruments,Health Care,/market-activity/stocks/pmi
GANX,Gain Therapeutics Inc. Common Stock,$1.85,-0.01,-0.538%,688388,78147602.0,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ganx
AEYE,AudioEye Inc. Common Stock,$6.24,-0.01,-0.16%,125260,77974915.0,United States,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/aeye
ATYR,aTyr Pharma Inc. Common Stock,$0.7951,-0.0289,-3.507%,919559,77960519.0,United States,2015,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/atyr
TISI,Team Inc. Common Stock,$17.01,0.83,5.13%,32482,77759208.0,United States,,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/tisi
NCTY,The9 Limited American Depository Shares,$5.525,0.195,3.659%,107664,77694661.0,China,2004,Finance: Consumer Services,Finance,/market-activity/stocks/ncty
FDSB,Fifth District Bancorp Inc. Common Stock,$14.66,-0.14,-0.946%,5425,77607123.0,United States,2024,Savings Institutions,Finance,/market-activity/stocks/fdsb
GOSS,Gossamer Bio Inc. Common Stock,$0.3297,-0.0162,-4.683%,8481875,77379364.0,United States,2019,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/goss
