symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
ABCL,AbCellera Biologics Inc. Common Shares,$3.30,-0.09,-2.655%,3962362,972396256.0,Canada,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/abcl
UTL,UNITIL Corporation Common Stock,$53.97,0.76,1.428%,99414,970708144.0,United States,1985,Power Generation,Utilities,/market-activity/stocks/utl
ASIC,Ategrity Specialty Insurance Company Holdings Common Stock,$20.16,-0.18,-0.885%,68964,969024148.0,,2025,Property-Casualty Insurers,Finance,/market-activity/stocks/asic
MLKN,MillerKnoll Inc. Common Stock,$14.17,-0.17,-1.185%,1634809,968869952.0,United States,,Office Equipment/Supplies/Services,Consumer Discretionary,/market-activity/stocks/mlkn
SBGI,Sinclair Inc. Class A Common Stock,$13.52,0.24,1.807%,359315,968289326.0,United States,1995,Broadcasting,Industrials,/market-activity/stocks/sbgi
EPC,Edgewell Personal Care Company Common Stock,$20.72,-0.58,-2.723%,522856,967968056.0,United States,,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/epc
PDX,PIMCO Dynamic Income Strategy Fund Common Shares of Beneficial Interest,$21.62,0.17,0.793%,97457,966565340.0,,2019,Finance/Investors Services,Finance,/market-activity/stocks/pdx
BHFAO,Brighthouse Financial Inc. Depositary Shares 6.75% Non-Cumulative Preferred Stock Series B,$16.90,0.08,0.476%,34276,966411273.0,United States,,Life Insurance,Finance,/market-activity/stocks/bhfao
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,$16.14,0.00,0.00%,3239,966243761.0,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/sigip
CRON,Cronos Group Inc. Common Share,$2.52,-0.06,-2.326%,675591,964891033.0,Canada,, Medicinal Chemicals and Botanical Products ,Health Care,/market-activity/stocks/cron
GAINN,Gladstone Investment Corporation 5.00% Notes Due 2026,$25.23,0.05,0.199%,1847,964271173.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/gainn
MOMO,Hello Group Inc. American Depositary Shares,$6.00,-0.03,-0.498%,509652,964016808.0,China,2014,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/momo
TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,$21.80,0.03,0.138%,31134,963846866.0,United States,,Major Banks,Finance,/market-activity/stocks/tcbio
CFFN,Capitol Federal Financial Inc. Common Stock,$7.42,0.09,1.228%,621062,963443756.0,United States,,Savings Institutions,Finance,/market-activity/stocks/cffn
RERE,ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares),$4.38,-0.09,-2.013%,452820,962795556.0,Cayman Islands,2021,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/rere
ANNX,Annexon Inc. Common Stock,$5.99,0.19,3.276%,2247288,961241255.0,United States,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/annx
CMP,Compass Minerals Intl Inc Common Stock,$22.94,-0.51,-2.175%,650828,960343483.0,United States,2003,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Industrials,/market-activity/stocks/cmp
JBSS,John B. Sanfilippo & Son Inc. Common Stock,$82.14,0.07,0.085%,88021,959954573.0,United States,1991,Specialty Foods,Consumer Staples,/market-activity/stocks/jbss
ESQ,Esquire Financial Holdings Inc. Common Stock,$111.14,1.75,1.60%,118758,959894952.0,United States,2017,Commercial Banks,Finance,/market-activity/stocks/esq
NBN,Northeast Bank Common Stock,$118.03,1.21,1.036%,94020,959583900.0,United States,,Major Banks,Finance,/market-activity/stocks/nbn
EQBK,Equity Bancshares Inc. Class A Common Stock,$45.69,0.76,1.692%,95960,959130831.0,United States,,Major Banks,Finance,/market-activity/stocks/eqbk
PSF,Cohen & Steers Select Preferred and Income Fund Inc. Common Stock,$19.50,-0.17,-0.864%,55265,958203246.0,,2010,Investment Managers,Finance,/market-activity/stocks/psf
CMPX,Compass Therapeutics Inc. Common Stock,$5.31,-0.18,-3.279%,1624427,956266829.0,United States,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/cmpx
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,$34.13,0.41,1.216%,134337,955919491.0,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/uve
SIFY,Sify Technologies Limited American Depositary Shares,$13.19,-0.29,-2.151%,19796,954301776.0,India,,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/sify
SBSI,Southside Bancshares Inc. Common Stock,$32.01,0.23,0.724%,77288,952092156.0,United States,,Major Banks,Finance,/market-activity/stocks/sbsi
GOODO,Gladstone Commercial Corporation 6.00% Series G Cumulative Redeemable Preferred Stock par value $0.001 per share,$19.6501,0.0501,0.256%,5894,951202253.0,United States,,Real Estate,Real Estate,/market-activity/stocks/goodo
TDOC,Teladoc Health Inc. Common Stock,$5.32,0.00,0.00%,3471368,949069029.0,United States,2015,Medical/Nursing Services,Health Care,/market-activity/stocks/tdoc
BHRB,Burke & Herbert Financial Services Corp. Common Stock,$62.89,-0.06,-0.095%,111973,945793717.0,United States,,Major Banks,Finance,/market-activity/stocks/bhrb
GHM,Graham Corporation Common Stock,$84.85,2.12,2.563%,83694,939525383.0,United States,1978,Industrial Machinery/Components,Industrials,/market-activity/stocks/ghm
DAKT,Daktronics Inc. Common Stock,$19.44,0.18,0.935%,363947,938915258.0,United States,1994,Miscellaneous manufacturing industries,Consumer Discretionary,/market-activity/stocks/dakt
KBDC,Kayne Anderson BDC Inc. Common Stock,$13.98,-0.11,-0.781%,269453,936346820.0,,2024,,,/market-activity/stocks/kbdc
FMN,Federated Hermes Premier Municipal Income Fund,$10.855,0.025,0.231%,33536,936296397.0,United States,2002,Investment Managers,Finance,/market-activity/stocks/fmn
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,$20.58,0.00,0.00%,351473,933718119.0,United States,2014,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/amph
LMB,Limbach Holdings Inc. Common Stock,$79.92,-0.19,-0.237%,212535,933416929.0,United States,,Engineering & Construction,Consumer Discretionary,/market-activity/stocks/lmb
BHFAP,Brighthouse Financial Inc. Depositary Shares 6.6% Non-Cumulative Preferred Stock Series A,$16.32,0.195,1.209%,27074,933244496.0,United States,,Life Insurance,Finance,/market-activity/stocks/bhfap
AMTB,Amerant Bancorp Inc. Class A Common Stock,$23.19,-0.03,-0.129%,237591,932955638.0,United States,,Major Banks,Finance,/market-activity/stocks/amtb
SSII,SS Innovations International Inc. Common Stock,$4.78,-0.03,-0.624%,31057,929025007.0,India,,Medical/Dental Instruments,Health Care,/market-activity/stocks/ssii
HDL,SUPER HI INTERNATIONAL HOLDING LTD. American Depositary Shares,$14.25,0.00,0.00%,448,926676075.0,Singapore,2024,Restaurants,Consumer Discretionary,/market-activity/stocks/hdl
BWAY,BrainsWay Ltd. American Depositary Shares,$12.26,-0.32,-2.544%,181571,926604082.0,Israel,2019,Medical/Dental Instruments,Health Care,/market-activity/stocks/bway
NEWP,New Pacific Metals Corp. Common Shares,$4.37,0.00,0.00%,657833,925509395.0,Canada,2021,Precious Metals,Basic Materials,/market-activity/stocks/newp
FCRX,Crescent Capital BDC Inc. 5.00% Notes due 2026,$24.97,-0.03,-0.12%,3611,925426829.0,United States,2023,Finance: Consumer Services,Finance,/market-activity/stocks/fcrx
BTGO,BitGo Holdings Inc. Class A Common Stock,$8.01,-0.40,-4.756%,352005,924890390.0,,2026,Finance: Consumer Services,Finance,/market-activity/stocks/btgo
EXPI,eXp World Holdings Inc. Common Stock,$5.71,-0.14,-2.393%,870187,924409578.0,United States,,Real Estate,Finance,/market-activity/stocks/expi
AKTS,Aktis Oncology Inc. Common stock,$16.72,0.35,2.138%,349101,924214753.0,United States,2026,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/akts
BLFS,BioLife Solutions Inc. Common Stock,$19.13,-0.14,-0.727%,484377,923979000.0,United States,,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/blfs
IPX,IperionX Limited American Depositary Share,$27.21,0.32,1.19%,208583,923464054.0,United States,,Other Metals and Minerals,Basic Materials,/market-activity/stocks/ipx
ABTC,American Bitcoin Corp. Class A Common Stock,$0.8715,-0.0135,-1.525%,6019903,923024054.0,United States,2018,EDP Services,Technology,/market-activity/stocks/abtc
ACEL,Accel Entertainment Inc. ,$11.30,0.16,1.436%,375199,921777725.0,United States,2017,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/acel
CRTO,Criteo S.A. American Depositary Shares,$18.47,-0.18,-0.965%,442023,920897318.0,France,2013,Advertising,Consumer Discretionary,/market-activity/stocks/crto
GAINZ,Gladstone Investment Corporation 4.875% Notes due 2028,$24.04,0.06,0.25%,7215,918790289.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/gainz
PRCH,Porch Group Inc. Common Stock,$7.38,0.09,1.235%,1893080,918528807.0,United States,2020,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/prch
MBINN,Merchants Bancorp Depositary Shares Preferred Series C,$19.92,0.07,0.353%,10849,915564335.0,United States,,Major Banks,Finance,/market-activity/stocks/mbinn
RWAYL,Runway Growth Finance Corp. 7.50% Notes due 2027,$25.25,-0.04,-0.158%,2585,914469958.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/rwayl
PCRX,Pacira BioSciences Inc. Common Stock,$22.53,0.26,1.167%,462819,912237312.0,United States,2011,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/pcrx
INBX,Inhibrx Biosciences Inc. Common Stock,$62.35,-1.37,-2.15%,142471,910748695.0,United States,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/inbx
GHRS,GH Research PLC Ordinary Shares,$14.68,-0.46,-3.038%,75030,910591519.0,Ireland,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ghrs
TBLA,Taboola.com Ltd. Ordinary Shares,$3.28,0.00,0.00%,968213,910522896.0,Israel,,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/tbla
POET,POET Technologies Inc. Common Shares,$5.96,-0.12,-1.974%,7340643,910158645.0,Canada,,Semiconductors,Technology,/market-activity/stocks/poet
PHAT,Phathom Pharmaceuticals Inc. Common Stock,$11.55,0.30,2.667%,838850,910125124.0,United States,2019,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/phat
JANX,Janux Therapeutics Inc. Common Stock,$14.93,-0.01,-0.067%,672292,908216624.0,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/janx
BFST,Business First Bancshares Inc. Common Stock,$27.67,0.10,0.363%,425861,905098068.0,United States,,Major Banks,Finance,/market-activity/stocks/bfst
CDNA,CareDx Inc. Common Stock,$17.67,-0.15,-0.842%,484057,904992798.0,United States,2014,Medical Specialities,Health Care,/market-activity/stocks/cdna
CCNE,CNB Financial Corporation Common Stock,$30.47,0.53,1.77%,166568,903018061.0,United States,,Major Banks,Finance,/market-activity/stocks/ccne
XNCR,Xencor Inc. Common Stock,$12.31,-0.13,-1.045%,490019,902798683.0,United States,2013,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/xncr
CGEM,Cullinan Therapeutics Inc. Common Stock,$14.86,-0.06,-0.402%,462359,899418262.0,United States,2021,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/cgem
MBWM,Mercantile Bank Corporation Common Stock,$52.03,0.50,0.97%,112859,898812995.0,United States,1998,Major Banks,Finance,/market-activity/stocks/mbwm
EEX,Emerald Holding Inc. Common Stock,$4.54,0.01,0.221%,19002,898505852.0,United States,2017,Real Estate,Real Estate,/market-activity/stocks/eex
AMPL,Amplitude Inc. Class A Common Stock,$6.70,-0.12,-1.76%,1032533,895968823.0,United States,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/ampl
HPK,HighPeak Energy Inc. Common Stock,$7.09,0.04,0.567%,595358,895878957.0,United States,,Oil & Gas Production,Energy,/market-activity/stocks/hpk
EVEX,Eve Holding Inc. Common Stock,$2.57,-0.12,-4.461%,955498,895142781.0,United States,2022,Aerospace,Industrials,/market-activity/stocks/evex
EVMN,Evommune Inc. Common Stock,$24.79,0.21,0.854%,453194,892895442.0,United States,2025,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/evmn
HTZWW,Hertz Global Holdings Inc Warrant,$2.855,0.275,10.659%,222306,891789736.0,United States,,Rental/Leasing Companies,Consumer Discretionary,/market-activity/stocks/htzww
WGO,Winnebago Industries Inc. Common Stock,$31.53,0.01,0.032%,748931,891220264.0,United States,,Homebuilding,Industrials,/market-activity/stocks/wgo
SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,$8.00,-0.03,-0.374%,1256,891048512.0,United States,,EDP Services,Technology,/market-activity/stocks/slnhp
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),$10.51,-0.01,-0.095%,116562,890971482.0,Peru,,Building Materials,Industrials,/market-activity/stocks/cpac
ORIC,Oric Pharmaceuticals Inc. Common Stock,$8.87,-0.04,-0.449%,1445279,890177607.0,United States,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/oric
FTRE,Fortrea Holdings Inc. Common Stock,$9.51,0.50,5.549%,1028493,889185000.0,United States,,Medical Specialities,Health Care,/market-activity/stocks/ftre
NABL,N-able Inc. Common Stock,$4.72,-0.10,-2.075%,1080906,889136212.0,United States,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/nabl
OPK,OPKO Health Inc. Common Stock,$1.17,-0.01,-0.847%,1927200,888108690.0,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/opk
SOUNW,SoundHound AI Inc. Warrant,$2.10,-0.15,-6.667%,14779,887909810.0,United States,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/sounw
ARHS,Arhaus Inc. Class A Common Stock,$6.27,-0.22,-3.39%,1318792,885819292.0,United States,2021,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/arhs
KRUS,Kura Sushi USA Inc. Class A Common Stock,$72.99,0.39,0.537%,418442,884016706.0,United States,2019,Restaurants,Consumer Discretionary,/market-activity/stocks/krus
SNCY,Sun Country Airlines Holdings Inc. Common Stock,$16.54,-0.04,-0.241%,1044006,880313415.0,United States,2021,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/sncy
URGN,UroGen Pharma Ltd. Ordinary Shares,$18.03,-0.58,-3.117%,507030,877741508.0,Israel,2017,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/urgn
ESRT,Empire State Realty Trust Inc. Class A Common Stock,$5.11,0.06,1.188%,1761904,875035858.0,United States,2013,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/esrt
CRCT,Cricut Inc. Class A Common Stock,$4.13,0.02,0.487%,431939,874656678.0,United States,2021,Industrial Machinery/Components,Technology,/market-activity/stocks/crct
BBDC,Barings BDC Inc. Common Stock,$8.34,-0.08,-0.95%,540663,873255413.0,United States,,Diversified Financial Services,Finance,/market-activity/stocks/bbdc
ABUS,Arbutus Biopharma Corporation Common Stock,$4.46,0.00,0.00%,841300,871832183.0,Canada,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/abus
APC,ARKO Petroleum Corp. Class A Common Stock,$18.30,-0.19,-1.028%,103488,870535081.0,United States,2026,Oil Refining/Marketing,Energy,/market-activity/stocks/apc
YB,Yuanbao Inc. American Depositary Shares,$18.89,-0.43,-2.226%,32718,870454997.0,China,2025,Specialty Insurers,Finance,/market-activity/stocks/yb
VYX,NCR Voyix Corporation Common Stock,$6.26,-0.01,-0.159%,2086300,870211139.0,United States,,Office Equipment/Supplies/Services,Miscellaneous,/market-activity/stocks/vyx
CCU,Compania Cervecerias Unidas S.A. Common Stock,$11.77,-0.19,-1.589%,115126,869809756.0,Chile,,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/ccu
BANFP,BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,$25.89,-0.504,-1.91%,353,869282019.0,United States,,Major Banks,Finance,/market-activity/stocks/banfp
HBT,HBT Financial Inc. Common Stock,$27.60,0.25,0.914%,45514,867521102.0,United States,2019,Major Banks,Finance,/market-activity/stocks/hbt
HBNC,Horizon Bancorp Inc. Common Stock,$16.93,0.05,0.296%,214864,867255266.0,United States,,Major Banks,Finance,/market-activity/stocks/hbnc
LMRI,Lumexa Imaging Holdings Inc. Common Stock,$9.02,0.08,0.895%,765399,866911542.0,United States,2025,Medical Specialities,Health Care,/market-activity/stocks/lmri
HQH,abrdn Healthcare Investors Shares of Beneficial Interest,$18.28,-0.11,-0.598%,128757,865443311.0,United States,1987,Finance Companies,Finance,/market-activity/stocks/hqh
MCBS,MetroCity Bankshares Inc. Common Stock,$30.09,0.17,0.568%,118469,865244811.0,United States,2019,Major Banks,Finance,/market-activity/stocks/mcbs
CSHR,CoinShares PLC Ordinary Shares,$6.54,0.225,3.563%,318704,864962932.0,Jersey,,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/cshr
INMD,InMode Ltd. Ordinary Shares,$13.65,-0.06,-0.438%,896340,864846938.0,Israel,2019,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/inmd
